json,image,W,H,n_objs,mode,note
05_sou_4174_300486_290_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4174_300486_290_model_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4184_301187_100_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4184_301187_100_model_02top(others)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4187_301404_110_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4187_301404_110_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4187_301418_250_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4187_301418_250_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4190_301630_210_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4190_301630_210_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_4193_301896_350_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4193_301896_350_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4205_302732_70_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4205_302732_70_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4205_302733_80_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4205_302733_80_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4207_302836_30_model_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4207_302836_30_model_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4207_302889_200_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4207_302889_200_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4207_302892_230_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4207_302892_230_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4215_303428_190_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_4215_303428_190_model_05outer_01check.jpg,2268,4032,1,combo,ok
05_sou_4219_303714_170_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4219_303714_170_model_05outer_10etc.jpg,2268,4032,1,combo,ok
05_sou_4229_304427_100_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4229_304427_100_model_05outer_10etc.jpg,2268,4032,1,combo,ok
05_sou_4240_305273_280_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_4240_305273_280_clothes_05outer_01check.jpg,2268,4032,1,combo,ok
05_sou_4243_305480_190_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4243_305480_190_clothes_05outer_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4247_305731_180_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4247_305731_180_model_05outer_03plants.jpg,2268,4032,1,combo,ok
05_sou_4249_305905_120_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_4249_305905_120_clothes_05outer_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4267_307185_320_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4267_307185_320_model_05outer_03plants.jpg,2268,4032,1,combo,ok
05_sou_4268_307286_250_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_4268_307286_250_clothes_05outer_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4276_307814_130_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4276_307814_130_model_05outer_10etc.jpg,2268,4032,1,combo,ok
05_sou_4322_311122_90_model_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_4322_311122_90_model_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4339_312349_120_model_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4339_312349_120_model_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4343_312626_10_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4343_312626_10_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4347_312925_120_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4347_312925_120_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4363_314134_330_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4363_314134_330_clothes_01top(t-shirts)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4365_314263_180_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4365_314263_180_clothes_01top(t-shirts)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4367_314424_350_clothes_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_4367_314424_350_clothes_02top(others)_01check.jpg,2268,4032,1,combo,ok
05_sou_4368_314465_40_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4368_314465_40_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4371_314656_150_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4371_314656_150_model_02top(others)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4374_314857_0_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4374_314857_0_model_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4377_315114_50_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4377_315114_50_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4386_315790_330_clothes_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_4386_315790_330_clothes_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4391_316106_250_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4391_316106_250_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4391_316110_290_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4391_316110_290_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4392_316193_40_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4392_316193_40_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4398_316650_290_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4398_316650_290_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4418_318084_230_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4418_318084_230_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4418_318089_280_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4418_318089_280_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4421_318259_180_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4421_318259_180_model_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4428_318773_280_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4428_318773_280_model_02top(others)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4464_321385_120_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4464_321385_120_clothes_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4465_321440_310_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4465_321440_310_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4466_321491_100_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4466_321491_100_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4466_321516_350_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4466_321516_350_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4470_321775_60_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_4470_321775_60_model_02top(others)_01check.jpg,2268,4032,1,combo,ok
05_sou_4474_322116_230_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4474_322116_230_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4481_322561_0_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4481_322561_0_model_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4485_322862_130_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4485_322862_130_model_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4487_323041_120_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4487_323041_120_clothes_02top(others)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4489_323185_120_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4489_323185_120_clothes_02top(others)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4495_323569_0_model_02top(others)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/dot/05_sou_4495_323569_0_model_02top(others)_06dot.jpg,2268,4032,1,combo,ok
05_sou_4502_324109_0_clothes_04-1onepiece(dress)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_4502_324109_0_clothes_04-1onepiece(dress)_01check.jpg,2268,4032,1,combo,ok
05_sou_4505_324298_90_model_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_4505_324298_90_model_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4512_324848_190_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4512_324848_190_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4516_325116_350_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4516_325116_350_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4518_325263_20_clothes_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_4518_325263_20_clothes_04-1onepiece(dress)_06dot.jpg,2268,4032,1,combo,ok
05_sou_4520_325375_60_model_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4520_325375_60_model_04-1onepiece(dress)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4520_325422_170_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4520_325422_170_clothes_04-1onepiece(dress)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4522_325519_60_model_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4522_325519_60_model_04-1onepiece(dress)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4532_326281_120_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_4532_326281_120_clothes_02top(others)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4540_326855_100_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_4540_326855_100_clothes_02top(others)_03plants.jpg,2268,4032,1,combo,ok
05_sou_4542_326982_290_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4542_326982_290_model_02top(others)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4542_326986_330_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_4542_326986_330_model_02top(others)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4549_327513_200_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4549_327513_200_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4559_328241_280_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4559_328241_280_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4560_328256_70_model_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_4560_328256_70_model_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4561_328376_190_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4561_328376_190_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4563_328477_120_model_03bottom_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_4563_328477_120_model_03bottom_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_4563_328506_50_clothes_03bottom_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_4563_328506_50_clothes_03bottom_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_4565_328612_30_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4565_328612_30_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4566_328736_190_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4566_328736_190_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4567_328815_260_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4567_328815_260_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4570_329018_130_clothes_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_4570_329018_130_clothes_04-1onepiece(dress)_06dot.jpg,2268,4032,1,combo,ok
05_sou_4573_329204_190_model_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4573_329204_190_model_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4574_329320_270_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4574_329320_270_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4584_330003_260_model_04-1onepiece(dress)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_4584_330003_260_model_04-1onepiece(dress)_01check.jpg,2268,4032,1,combo,ok
05_sou_4593_330634_90_model_02top(others)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_4593_330634_90_model_02top(others)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4593_330645_200_model_02top(others)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_4593_330645_200_model_02top(others)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_4602_331295_220_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4602_331295_220_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_4612_332039_100_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4612_332039_100_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4613_332090_250_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_4613_332090_250_model_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4619_332525_280_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_4619_332525_280_model_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_4621_332663_220_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_4621_332663_220_model_03bottom_01check.jpg,2268,4032,1,combo,ok
05_sou_4628_333200_190_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4628_333200_190_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_4636_333785_280_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_4636_333785_280_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_4646_334453_120_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_4646_334453_120_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
